phenotypeId,webApiCohortId,cohortName,logicDescription,cohortId,referentConceptId,cohortType,PMID
318443000,17408,Arteriosclerotic vascular disease referent prevalent cohort,"Persons with condition occurrence of referent concept (318443) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",318443002,318443,referent,
318736000,17583,Migraine referent incident cohort,"Persons with condition occurrence of referent concept (318736) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",318736001,318736,referent,
318736000,17582,Migraine referent prevalent cohort,"Persons with condition occurrence of referent concept (318736) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",318736002,318736,referent,
318736000,17843,Migraine design diagnostics 1 cohort,First occurrence of 'Migraine excluding abdominal migraine'+ descendants excluding abdominal migraine with >=365d prior observation,318736003,318736,design diagnostics,
318800000,17491,Gastroesophageal reflux disease referent incident cohort,"Persons with condition occurrence of referent concept (318800) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",318800001,318800,referent,
318800000,17490,Gastroesophageal reflux disease referent prevalent cohort,"Persons with condition occurrence of referent concept (318800) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",318800002,318800,referent,
319041000,17609,Orthostatic hypotension referent incident cohort,"Persons with condition occurrence of referent concept (319041) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",319041001,319041,referent,
319041000,17608,Orthostatic hypotension referent prevalent cohort,"Persons with condition occurrence of referent concept (319041) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",319041002,319041,referent,
321052000,17625,Peripheral vascular disease referent incident cohort,"Persons with condition occurrence of referent concept (321052) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",321052001,321052,referent,
321052000,17624,Peripheral vascular disease referent prevalent cohort,"Persons with condition occurrence of referent concept (321052) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",321052002,321052,referent,
321052000,18746,Peripheral ischemia referent incident cohort,"Persons with condition occurrence of referent concept (4124836) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",4124836001,4124836,referent,
321052000,18745,Peripheral ischemia referent prevalent cohort,"Persons with condition occurrence of referent concept (4124836) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",4124836002,4124836,referent,
321319000,18701,Takotsubo cardiomyopathy referent incident cohort,"Persons with condition occurrence of referent concept (40479589) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",40479589001,40479589,referent,
321319000,18700,Takotsubo cardiomyopathy referent prevalent cohort,"Persons with condition occurrence of referent concept (40479589) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",40479589002,40479589,referent,
321319000,18561,Stress Cardiomyopathy as per Bhat et al (US 2020),,40479589003,40479589,literature,
36712702000,18695,Preterm labor with preterm delivery referent incident cohort,"Persons with condition occurrence of referent concept (36712702) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",36712702001,36712702,referent,
36712702000,18694,Preterm labor with preterm delivery referent prevalent cohort,"Persons with condition occurrence of referent concept (36712702) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",36712702002,36712702,referent,
372328000,17615,Otitis media referent incident cohort,"Persons with condition occurrence of referent concept (372328) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",372328001,372328,referent,
372328000,17614,Otitis media referent prevalent cohort,"Persons with condition occurrence of referent concept (372328) or descendants, for the first time in the person's history, with at least 365 days of prior continuous observation. Persons exit cohort at the end of the observation period.",372328002,372328,referent,
37311061000,17794,Disease caused by 2019-nCoV referent incident cohort,"Persons with condition occurrence of referent concept (37311061) or descendants, for the first time in the person's history. Persons exit cohort at the end of the observation period.",37311061001,37311061,referent,
